,Max Acc thresh,Max Acc,Max individual Acc thresh,Max individual Acc,Null Acc,Max F1 thresh,Max F1,Max individual F1 thresh,Max individual F1,Null F1,AUROC,Individual AUROC,Null AUROC,runtime,data_preprocess.resolution,data_preprocess.normalize,label_path,method.max_lag,method.filter_mode,method.architecture
2025-02-19 22:22:10.5468,0.2057737635233518,0.6669890393294649,0.0271737075033661,0.7027724049000643,0.6653771760154739,-0.0002999784300639,0.5015765219500363,0.0203642273503023,0.5520954223081883,0.5014492753623188,0.3760380726202745,0.3931737588652482,0.5,0 days 00:25:48.539648,15min,False,close_3,5,,
2025-02-19 21:56:09.8573,0.2594642309237136,0.6653771760154739,0.0032549785153591,0.6682785299806575,0.6653771760154739,0.1019185573900971,0.5014492753623188,0.0037827830755976,0.5041908446163764,0.5014492753623188,0.4970701520515003,0.4974613152804642,0.5,0 days 00:00:11.655582,12H,True,close_3,5,,
2025-02-19 22:15:56.1612,0.215065402982641,0.6682785299806576,0.0276662157929476,0.7034171502256608,0.6653771760154739,-0.0078077613564481,0.501691638472692,0.0270155154191211,0.5477756286266924,0.5014492753623188,0.4001933316903408,0.4125967117988394,0.5,0 days 00:19:36.909961,1h,False,close_3,5,,
2024-10-26 05:17:49.4067,0.4522651095450391,0.6957915273132664,0.0985880058621217,0.750139353400223,0.6659698996655519,37.9556037877302,0.5008880994671403,0.3177317158942975,0.6140786749482402,0.5007834534628643,0.4724749663102453,0.4971374489037533,0.5,0 days 00:36:08.774616,12H,False,random_3,5,None,transformer
2024-10-25 14:38:36.0854,0.3147489563896222,0.6683389074693422,0.0229379049807525,0.7290969899665551,0.6659698996655519,-5.0367326099452535e-08,0.5016856300042142,0.0296155322921651,0.5842331581462017,0.5007834534628643,0.4350654803822487,0.4579849498327759,0.5,0 days 01:58:46.467149,1H,False,random_3,5,None,transformer
2024-10-25 18:08:00.5167,0.4870214880093881,0.6659698996655519,0.0035786556373597,0.6714046822742475,0.6659698996655519,0.0617683126301099,0.5007834534628643,0.0042244374659679,0.5061315496098104,0.5007834534628643,0.5012951688669217,0.5012019230769231,0.5,0 days 00:00:53.404073,6H,True,random_3,5,None,transformer
2024-10-25 10:37:15.5129,0.5196355096171626,0.6659698996655519,0.0039911928351465,0.6700111482720178,0.6659698996655519,0.0899585212795344,0.5007834534628643,0.004211288710171,0.5048773690078038,0.5007834534628643,0.4976279462112742,0.4968122909698996,0.5,0 days 00:01:35.585785,15min,True,random_3,5,None,transformer
2024-10-25 11:17:29.4265,0.2022082982508886,0.6677814938684504,0.0168692620001311,0.7193422519509476,0.6659698996655519,-2.6455748649102137e-07,0.5070120972058667,0.0157321553781525,0.5749382863513298,0.5007834534628643,0.4235797554364313,0.4374825808249722,0.5,0 days 00:41:48.062484,15min,False,random_3,3,None,transformer
2024-10-25 13:38:47.6724,0.3044316530246361,0.6684782608695652,0.023733766244141,0.7285395763656634,0.6659698996655519,0.0,0.5008485362749258,0.0319520268961137,0.5824454530976271,0.5007834534628643,0.4405334473769828,0.4584552675585284,0.5,0 days 01:11:53.893259,1H,False,random_3,3,None,transformer
2024-10-25 12:26:41.5871,0.4749158205336334,0.6659698996655519,0.0041123735372729,0.6725195094760312,0.6659698996655519,0.1167397037843188,0.5007834534628643,0.0049502684125468,0.5073857302118171,0.5007834534628643,0.5008464668161701,0.5004703177257525,0.5,0 days 00:01:18.667711,1H,True,random_3,5,None,transformer
2024-10-26 04:13:52.5202,0.4707401346187558,0.6659698996655519,0.0044504168302443,0.6714046822742475,0.6659698996655519,0.2583230810997643,0.5007834534628643,0.0054981048679218,0.5061315496098104,0.5007834534628643,0.5010052584563096,0.5011496655518395,0.5,0 days 00:00:43.898747,12H,True,random_3,5,None,transformer
2024-10-25 12:25:16.8376,0.5983699270519632,0.6659698996655519,0.0051305608969824,0.6722408026755853,0.6659698996655519,0.09219144696482,0.5007834534628643,0.0064828948636725,0.5071070234113713,0.5007834534628643,0.5008855318293434,0.5002090301003345,0.5,0 days 00:01:05.745601,1H,True,random_3,3,None,transformer
2024-10-25 11:56:44.7283,0.2014837628507059,0.6675027870680045,0.0198766513348867,0.7169732441471572,0.6659698996655519,-2.596102463719247e-06,0.50328320271129,0.0166958278582823,0.5692506768593726,0.5007834534628643,0.4007967778653357,0.4194305091044221,0.5,0 days 01:20:35.271322,15min,False,random_3,5,None,transformer
2024-10-26 15:41:21.8085,0.50991894014805,0.6999721293199554,0.1391156098246181,0.7467948717948718,0.6659698996655519,64.75189560619229,0.5009404388714733,0.7399359502764313,0.6111164198120719,0.5007834534628643,0.4562011365430893,0.4765015328874024,0.5,0 days 00:15:11.219217,24H,False,random_3,3,None,transformer
2024-10-26 15:24:46.1956,0.2533793117428002,0.6661092530657748,0.0032533982095668,0.6712653288740246,0.6659698996655519,0.0,0.5007834534628643,0.0044950907376651,0.5061315496098104,0.5007834534628643,0.5027778061490165,0.5029786789297659,0.5,0 days 00:00:35.373586,24H,True,random_3,3,None,transformer
2024-10-26 04:41:21.2058,0.1923505813287081,0.6939799331103679,0.0847222689714055,0.7481884057971014,0.6659698996655519,50.800305144975695,0.5010451505016723,0.3926026988173605,0.6110845676063067,0.5007834534628643,0.4635156346912332,0.4914065403195837,0.5,0 days 00:27:13.336743,12H,False,random_3,3,None,transformer
